College Name|College ID|USN|Stundet Name|10th Percentage|12th Percentage|College CGPA|Course|Coding Test Time|Coding Test Score
Christopher Mcneil|CHRI|CHRI06421|Nancy Bryant|82.9|75.8 %|8.3|MECH|12 Aug 2022 17:29:53+0530|5
Mr. Joshua Summers DDS|MR. |MR. 06422|Kara Smith|90.7|99.7|8.8|CSE|07 Jan 2023 20:39:21+0000|5
Lauren Jones|LAUR|LAUR06423|Rhonda Garcia|81.4|77.8 %|9.5|CSE-AI|01 Nov 2022 06:50:01+0530|9
Pamela Harris|PAME|PAME06424|Michael Flowers|84.8|75.0 Perc|8.7|MECH|11 Dec 2022 05:29:06+0530|12
William Webster|WILL|WILL06425|Joel Pineda|97.8|78.3 %|8.3|CSE-AI|22 Jun 2022 18:02:06+0000|13
Andrew Diaz|ANDR|ANDR06426|Ian Morales|91.5|88.7|9.6|MECH|15 Aug 2022 05:30:59+0530|0
Pamela Harris|PAME|PAME06427|Sheila Stone|91.1|85.8|9.9|CSE|06 Feb 2023 15:32:45+0530|2
Michael Green|MICH|MICH06428|Robert Lopez|91.0|89.7 %|7.7|MECH|31 Jan 2023 04:34:59-0300|6
Traci Maynard|TRAC|TRAC06429|David King|75.8|96.3|8.4|CSE-AI|07 Jul 2022 14:24:53+0800|6
Pamela Harris|PAME|PAME06430|Cody Marks|94.4|92.9|7.6|CSE|17 Mar 2023 21:01:38+0800|1
Joseph Horton|JOSE|JOSE06431|Amber Sanchez|94.2|88.4|9.3|MECH|19 Mar 2023 18:42:27+0530|3
Joseph Horton|JOSE|JOSE06432|Haley Bernard|77.3|83.1 Perc|8.9|MECH|23 Dec 2022 20:43:55+0000|5
Laura Sawyer|LAUR|LAUR06433|Alex Hernandez|98.7|85.7 Perc|8.7|CSE-AI|13 Dec 2022 15:20:06-0300|7
Laura Sawyer|LAUR|LAUR06434|Melvin Johnson|84.0|85.8|7.7|CSE-AI|17 Jul 2022 18:57:28+0800|5
Andrew Murphy|ANDR|ANDR06435|Gregory Cruz|89.5|76.7|9.4|CSE|24 Aug 2022 13:35:29-0400|5
Alexis Dean|ALEX|ALEX06436|Kelly Yu|76.9|85.2 %|9.8|CSE|31 Jan 2023 04:34:59-0300|1
Ryan Gonzalez|RYAN|RYAN06437|Richard Anderson|98.5|76.4 Perc|8.7|MECH|24 Oct 2022 22:04:44+0000|4
Traci Maynard|TRAC|TRAC06438|Chelsea Suarez|99.7|84.4 Perc|9.7|MECH|26 Oct 2022 01:36:43+0800|12
Joseph Horton|JOSE|JOSE06439|Lisa Cox|87.6|82.3 Perc|8.1|MECH|13 Mar 2023 19:21:35+0530|1
Alexis Dean|ALEX|ALEX06440|Elizabeth Hood|97.6|77.5 Perc|7.5|CSE-AI|22 Oct 2022 15:49:52+0000|2
Laura Sawyer|LAUR|LAUR06441|Kristen Turner|89.1|90.9 %|9.7|CSE-AI|09 Apr 2023 11:00:33-0400|5
Joseph Horton|JOSE|JOSE06442|Kevin Hurley|86.0|95.9|9.8|CSE-AI|25 Apr 2023 06:03:48+0800|12
Christopher Mcneil|CHRI|CHRI06443|Mark Monroe|98.6|99.4 %|8.8|CSE-ML|12 Jan 2023 16:51:01+0530|3
Alexis Dean|ALEX|ALEX06444|Roy Stewart|76.9|90.0 %|7.8|CSE-ML|17 Feb 2023 06:58:07+0000|1
Joseph Horton|JOSE|JOSE06445|Carlos Henderson|98.2|79.0 Perc|9.5|CSE-AI|16 May 2023 05:06:01+0530|7
Ryan Gonzalez|RYAN|RYAN06446|Jasmine Gates|83.7|76.9 %|9.5|MECH|17 Jul 2022 09:27:19-0400|8
Joseph Horton|JOSE|JOSE06447|Jessica Freeman|90.2|86.4|8.2|MECH|17 Jul 2022 16:42:22+0800|5
Christopher Mcneil|CHRI|CHRI06448|Randy Lopez|76.8|78.6|9.8|CSE-AI|28 Sep 2022 09:30:58+0800|2
Andrew Murphy|ANDR|ANDR06449|Kayla Rodriguez|96.5|85.7 Perc|9.6|MECH|24 Aug 2022 23:02:34+0000|9
Traci Maynard|TRAC|TRAC06450|Lindsey Blackwell|83.5|85.5 Perc|7.8|CSE-AI|22 May 2023 00:23:29+0530|5
Ryan Gonzalez|RYAN|RYAN06451|Courtney Strong|79.8|98.9|8.5|MECH|07 Jul 2022 14:24:53+0800|2
Traci Maynard|TRAC|TRAC06452|Valerie Collins|78.9|80.8 Perc|8.8|CSE-AI|09 Aug 2022 16:40:49+0530|4
Andrew Diaz|ANDR|ANDR06453|Ryan Matthews|78.0|97.2 Perc|7.7|MECH|16 Oct 2022 15:43:47+0000|13
Andrew Diaz|ANDR|ANDR06454|Evelyn Gilmore|97.4|85.8 Perc|7.7|MECH|27 May 2023 03:28:44+0800|9
Timothy Rodriguez|TIMO|TIMO06455|Rachel Swanson|90.9|88.9 %|7.7|MECH|13 Sep 2022 11:05:22+0800|7
Pamela Harris|PAME|PAME06456|Lance Watts|78.5|81.7 %|9.8|MECH|17 Jul 2022 16:42:22+0800|6
Christopher Mcneil|CHRI|CHRI06457|David Gilbert|88.9|80.7|8.5|MECH|25 Feb 2023 10:55:11-0300|0
Traci Maynard|TRAC|TRAC06458|Isaac Harvey|85.1|94.3 Perc|9.5|MECH|26 Oct 2022 01:36:43+0800|4
Erik Herrera|ERIK|ERIK06459|Tracy Kelley|94.6|91.4 Perc|9.9|MECH|03 Jun 2023 09:40:46+0000|4
Traci Maynard|TRAC|TRAC06460|Andrew Weiss|75.1|93.6 Perc|9.4|CSE-ML|13 Sep 2022 11:05:22+0800|6
Michelle Pineda|MICH|MICH06461|Lisa Manning|89.2|93.1 %|8.9|CSE|20 Jun 2022 14:51:01+0000|14
Andrew Murphy|ANDR|ANDR06462|Juan Espinoza|98.9|99.7 Perc|9.9|CSE-AI|07 Jul 2022 08:00:09-0400|3
Mitchell Scott|MITC|MITC06463|Charles Keith|84.0|98.1 %|9.9|CSE-AI|26 Dec 2022 20:53:47-0300|0
Erik Herrera|ERIK|ERIK06464|David Collins|90.2|98.2|9.4|MECH|18 Apr 2023 20:06:14+0000|10
Christopher Mcneil|CHRI|CHRI06465|Patricia Harris|99.7|92.9 Perc|9.0|CSE-AI|10 Sep 2022 09:51:51-0400|10
Timothy Rodriguez|TIMO|TIMO06466|Eric Smith|96.0|96.6 %|8.8|MECH|01 Dec 2022 05:27:07-0300|9
Christopher Mcneil|CHRI|CHRI06467|Jose Jones|99.7|81.3|8.2|CSE|15 Apr 2023 09:22:49+0000|14
Mitchell Scott|MITC|MITC06468|Brian Smith|98.9|89.4|7.9|CSE|15 Sep 2022 19:56:02+0000|14
Joseph Horton|JOSE|JOSE06469|Mason Cummings|76.6|98.2 %|8.0|MECH|16 May 2023 14:43:33+0800|9
Mr. Joshua Summers DDS|MR. |MR. 06470|Anthony Jackson|94.1|77.3|9.8|MECH|30 Mar 2023 13:55:12+0800|4
Michelle Pineda|MICH|MICH06471|Audrey Sanchez|91.1|85.7 Perc|8.2|MECH|19 Oct 2022 13:19:32+0530|12
Timothy Rodriguez|TIMO|TIMO06472|Anthony Beck|87.6|90.1 %|7.9|MECH|31 Mar 2023 06:25:23+0800|13
Michael Green|MICH|MICH06473|Melissa Henry|95.7|78.9 Perc|9.6|CSE|20 Sep 2022 08:03:30-0300|11
William Webster|WILL|WILL06474|Roberto Williams|90.1|90.6 Perc|9.7|CSE|12 May 2023 18:51:16+0800|0
Mr. Joshua Summers DDS|MR. |MR. 06475|Crystal Mejia|96.0|88.8 %|9.6|CSE-ML|21 Jan 2023 13:56:16+0530|7
Alexis Dean|ALEX|ALEX06476|Heidi Patterson|78.2|87.7 Perc|8.7|CSE|15 Mar 2023 13:17:14-0300|0
Andrew Murphy|ANDR|ANDR06477|Connor Long|96.6|84.9 %|9.8|CSE|12 May 2023 18:51:16+0800|6
Raymond Russell|RAYM|RAYM06478|Dale Arnold|96.4|90.4|8.0|MECH|03 Mar 2023 21:59:45+0530|10
Alexis Dean|ALEX|ALEX06479|Matthew Lopez|97.6|78.8 Perc|8.9|CSE-ML|18 Apr 2023 20:06:14+0000|10
Andrew Diaz|ANDR|ANDR06480|Jessica Thompson|89.4|96.3 %|9.7|MECH|16 Aug 2022 23:41:09+0000|14
Brandon Barker|BRAN|BRAN06481|Scott Dixon|78.3|95.7|7.6|CSE-AI|03 Jul 2022 09:11:53+0800|11
Brandon Barker|BRAN|BRAN06482|Dr. Thomas Randall|91.2|95.4 Perc|8.7|CSE-AI|20 Jan 2023 21:08:38-0300|1
Laura Sawyer|LAUR|LAUR06483|Sandra Green|94.9|97.1 Perc|9.6|CSE-AI|08 Feb 2023 19:21:46+0000|8
Lauren Jones|LAUR|LAUR06484|Cynthia Solis|85.2|85.6 %|7.7|CSE-AI|20 Mar 2023 10:08:41+0800|8
Mitchell Scott|MITC|MITC06485|Bradley Petty|99.5|88.3 Perc|9.6|CSE-AI|30 Jan 2023 10:47:56+0530|13
Andrew Murphy|ANDR|ANDR06486|Sheri Kennedy|80.4|78.8 %|9.9|MECH|22 Oct 2022 15:49:52+0000|0
Christopher Mcneil|CHRI|CHRI06487|Jessica Scott|80.1|85.3 Perc|7.5|CSE-ML|21 Nov 2022 08:30:46+0800|1
Andrew Murphy|ANDR|ANDR06488|Melissa Holt MD|91.0|98.4 Perc|9.3|MECH|28 Jan 2023 00:05:14+0800|13
Andrew Diaz|ANDR|ANDR06489|Mary Benson|94.4|84.2|9.5|MECH|22 May 2023 00:23:29+0530|11
Raymond Russell|RAYM|RAYM06490|Debra Long|84.8|99.5 Perc|8.0|MECH|08 Jul 2022 07:25:31+0530|12
Joseph Horton|JOSE|JOSE06491|Dr. Lisa Johnson|78.5|91.1 %|8.2|MECH|13 Dec 2022 15:20:06-0300|1
Pamela Harris|PAME|PAME06492|Adrian Gillespie|76.1|76.5 Perc|9.7|CSE-ML|02 Oct 2022 05:55:46+0000|1
Christopher Mcneil|CHRI|CHRI06493|Daniel Smith|99.0|99.8|8.3|CSE-ML|21 Apr 2023 18:32:15+0000|9
Joseph Horton|JOSE|JOSE06494|Julia Bradshaw|87.8|98.4 Perc|9.1|MECH|08 Jul 2022 07:25:31+0530|6
Erik Herrera|ERIK|ERIK06495|Dana Johnson|76.1|99.3|9.3|MECH|12 Jan 2023 06:47:28+0800|14
Michael Green|MICH|MICH06496|Kathleen Ward|90.1|94.2 %|8.0|MECH|20 Jun 2022 14:51:01+0000|6
Christopher Mcneil|CHRI|CHRI06497|Christine Carr|78.8|96.5 %|9.6|MECH|09 Aug 2022 16:40:49+0530|0
Lauren Jones|LAUR|LAUR06498|Katherine Thomas|77.8|88.4|8.7|CSE-AI|04 Jun 2023 01:06:49-0400|12
Raymond Russell|RAYM|RAYM06499|Michael Huffman|75.5|96.4 Perc|9.2|MECH|23 Dec 2022 04:31:03-0300|0
Michael Green|MICH|MICH06500|Nancy Parker|75.4|90.8 Perc|9.9|MECH|03 Feb 2023 03:59:56+0800|1
Lauren Jones|LAUR|LAUR06501|Matthew Riddle|93.2|82.7 %|8.4|CSE-ML|12 May 2023 09:39:26-0400|13
Christopher Mcneil|CHRI|CHRI06502|Mark Chavez|94.8|91.8 %|7.9|MECH|04 Dec 2022 04:53:07-0300|1
Erik Herrera|ERIK|ERIK06503|Danielle Ramirez|89.5|97.4 %|9.7|MECH|17 Jul 2022 16:42:22+0800|12
Andrew Murphy|ANDR|ANDR06504|Christopher Blackwell|94.5|81.7 Perc|8.9|CSE|18 Mar 2023 23:39:11+0800|13
Michelle Pineda|MICH|MICH06505|Sara Gonzales|95.1|79.2 Perc|9.4|MECH|08 Jul 2022 17:34:59+0530|6
Mitchell Scott|MITC|MITC06506|Rachel Hutchinson|77.3|77.3 %|8.7|CSE-AI|28 Feb 2023 20:26:20+0530|8
Joseph Horton|JOSE|JOSE06507|Barbara Alvarado|85.7|88.1 %|7.8|MECH|03 Mar 2023 21:59:45+0530|7
Joseph Horton|JOSE|JOSE06508|Gary Barrett|91.5|84.3 %|8.5|CSE-ML|08 Feb 2023 19:21:46+0000|7
Michael Green|MICH|MICH06509|Catherine Stevens|87.5|90.6 %|9.9|CSE-AI|21 Jan 2023 13:56:16+0530|14
William Webster|WILL|WILL06510|James Chapman|76.2|88.8 Perc|9.1|MECH|03 Dec 2022 06:20:44+0000|6
Pamela Harris|PAME|PAME06511|Travis Scott|97.7|94.5|8.9|MECH|03 Aug 2022 15:07:51+0800|3
Mr. Joshua Summers DDS|MR. |MR. 06512|Dana Craig|87.4|86.7 Perc|7.5|CSE-AI|03 Sep 2022 15:08:29+0000|0
Christopher Mcneil|CHRI|CHRI06513|Daniel Moody|81.2|76.6 Perc|7.8|CSE-AI|15 Mar 2023 13:17:14-0300|14
Traci Maynard|TRAC|TRAC06514|Jeff Hogan|95.8|98.8|8.7|CSE-AI|17 Feb 2023 06:58:07+0000|7
Andrew Murphy|ANDR|ANDR06515|Mary Lopez|85.0|76.4 Perc|7.8|MECH|28 Mar 2023 03:57:14+0000|1
Michelle Pineda|MICH|MICH06516|Anthony Howard|91.1|82.9|8.1|CSE-AI|06 Apr 2023 05:28:36-0400|11
Michelle Pineda|MICH|MICH06517|Christopher Moreno|82.4|87.0|8.0|CSE-AI|26 Jun 2022 15:25:53+0530|14
Timothy Rodriguez|TIMO|TIMO06518|Jason Mcdaniel|96.7|97.9 Perc|9.0|CSE-AI|03 Nov 2022 12:12:29+0530|11
Pamela Harris|PAME|PAME06519|Lindsay Morgan|77.9|96.1 %|9.4|MECH|15 Apr 2023 00:05:38+0530|9
Erik Herrera|ERIK|ERIK06520|Caitlin Benjamin|90.8|82.5|9.1|MECH|31 Oct 2022 14:03:40+0530|6
Mitchell Scott|MITC|MITC06521|Lorraine Stewart|95.9|76.9 %|7.5|MECH|17 Nov 2022 10:41:40+0800|0
Andrew Diaz|ANDR|ANDR06522|Vickie Nelson|95.4|87.0 %|8.1|MECH|19 Aug 2022 11:47:52+0000|12
Andrew Diaz|ANDR|ANDR06523|Jerry Olson|81.2|89.0 %|9.8|CSE|24 Mar 2023 11:23:08+0800|3
Laura Sawyer|LAUR|LAUR06524|Jim White|84.1|76.5 Perc|8.1|CSE-ML|14 Jul 2022 01:51:09+0800|6
Lauren Jones|LAUR|LAUR06525|Amanda Montgomery|88.1|84.8 %|7.8|MECH|15 Dec 2022 20:38:32+0800|6
Pamela Harris|PAME|PAME06526|Allison Reeves|76.5|83.7 Perc|8.9|CSE|08 Oct 2022 09:29:57+0530|13
Lauren Jones|LAUR|LAUR06527|Alyssa Pope|96.3|80.9 %|9.0|MECH|20 Aug 2022 19:57:42-0400|11
Christopher Mcneil|CHRI|CHRI06528|Kristine York|94.3|76.2 %|8.9|CSE-AI|04 Nov 2022 09:58:20+0800|12
Alexis Dean|ALEX|ALEX06529|William Harrington|82.7|84.8 Perc|8.5|MECH|15 Aug 2022 05:30:59+0530|8
Raymond Russell|RAYM|RAYM06530|Jaime Mckenzie|81.1|82.0 Perc|9.3|CSE-ML|16 May 2023 05:06:01+0530|1
Erik Herrera|ERIK|ERIK06531|Stacey Riddle|91.2|83.5 Perc|8.2|CSE-AI|04 Jan 2023 06:06:00+0000|2
Cheryl Adams|CHER|CHER06532|Jennifer Hall|96.5|87.5|8.7|CSE-AI|12 Dec 2022 05:23:16+0000|3
Mitchell Scott|MITC|MITC06533|Marcus Wells|81.8|82.9|8.6|MECH|19 May 2023 10:29:49+0000|2
Ryan Gonzalez|RYAN|RYAN06534|Audrey Murphy|98.0|75.5 %|8.1|CSE-ML|09 Aug 2022 02:22:41+0800|10
Lauren Jones|LAUR|LAUR06535|Erica Williams|83.4|99.7 %|7.6|MECH|09 Aug 2022 16:40:49+0530|7
Cheryl Adams|CHER|CHER06536|Cody Hicks|98.8|82.7|9.1|CSE-AI|20 Sep 2022 08:03:30-0300|3
Cheryl Adams|CHER|CHER06537|Christopher Hartman|86.3|84.9 %|9.5|CSE-AI|23 Apr 2023 15:10:04+0530|1
Ryan Gonzalez|RYAN|RYAN06538|Jason Valentine|96.7|81.2 %|7.7|CSE|03 Jul 2022 13:39:43+0000|10
Pamela Harris|PAME|PAME06539|Emma Russell|92.7|80.5|8.1|CSE-AI|15 Aug 2022 05:30:59+0530|13
Mitchell Scott|MITC|MITC06540|Roberta Mcdowell|85.6|93.6 %|8.4|MECH|06 Jul 2022 12:27:15-0400|5
Pamela Harris|PAME|PAME06541|Kelsey Humphrey|93.1|97.7 %|7.7|MECH|10 Sep 2022 09:51:51-0400|10
Mitchell Scott|MITC|MITC06542|Barry Hernandez|76.0|90.4|9.6|CSE-ML|06 Jan 2023 14:40:10+0000|11
Michelle Pineda|MICH|MICH06543|Jacob Wilson|94.9|87.6 %|7.9|MECH|17 Jul 2022 07:55:36+0000|6
Alexis Dean|ALEX|ALEX06544|Patrick Morris|91.9|85.2|8.9|CSE-ML|23 Jul 2022 07:48:41+0000|6
Michelle Pineda|MICH|MICH06545|Ronald Wang|79.5|92.6 %|8.6|CSE-ML|22 May 2023 00:23:29+0530|13
Ryan Gonzalez|RYAN|RYAN06546|Janice Barnett|75.2|77.1|8.6|CSE-ML|18 Feb 2023 09:53:05+0000|9
Andrew Diaz|ANDR|ANDR06547|Christopher Cobb|96.0|85.0 Perc|9.2|MECH|27 Oct 2022 23:09:55+0000|5
Mr. Joshua Summers DDS|MR. |MR. 06548|Cheryl Webster|76.5|82.0 %|9.3|CSE-AI|07 Sep 2022 23:03:25+0800|11
Raymond Russell|RAYM|RAYM06549|Katherine Gray|98.4|85.2 %|9.5|CSE-ML|12 May 2023 15:36:08+0530|13
Erik Herrera|ERIK|ERIK06550|William Horton|85.8|95.4 Perc|9.1|CSE|07 Feb 2023 15:52:39+0000|12
Andrew Murphy|ANDR|ANDR06551|Brian Wright|88.1|86.3 Perc|9.0|CSE|08 Jun 2022 12:16:16-0400|9
Pamela Harris|PAME|PAME06552|Susan Gonzalez|94.8|94.2 %|8.3|MECH|01 Nov 2022 06:50:01+0530|3
Mitchell Scott|MITC|MITC06553|Daniel Delacruz|92.8|76.7|9.4|CSE-AI|09 Jun 2022 19:38:25+0800|7
Michelle Pineda|MICH|MICH06554|Michael Garcia|83.7|78.9|7.9|MECH|01 Dec 2022 14:07:06+0800|1
Joseph Horton|JOSE|JOSE06555|Alexandra Alvarez|78.1|91.5|8.7|MECH|17 Jul 2022 08:56:21-0400|7
Michelle Pineda|MICH|MICH06556|Jennifer Hughes|85.0|86.6 %|9.9|CSE-AI|12 Feb 2023 11:47:11-0300|3
Cheryl Adams|CHER|CHER06557|Jason Stone|83.4|78.6|7.6|CSE-ML|17 Jan 2023 02:42:02+0530|8
Joseph Horton|JOSE|JOSE06558|Robert Fuentes|86.4|84.9 %|8.7|MECH|01 Jan 2023 08:33:06+0530|10
Traci Maynard|TRAC|TRAC06559|Jack Schroeder|86.8|83.4 %|8.6|MECH|21 Aug 2022 23:51:59-0400|1
Brandon Barker|BRAN|BRAN06560|Carrie Hancock|99.3|86.6 %|8.7|CSE|04 Jan 2023 01:38:29+0800|14
Mitchell Scott|MITC|MITC06561|Norma Quinn|79.3|77.2 %|8.2|MECH|10 Jul 2022 00:44:14+0800|13
Timothy Rodriguez|TIMO|TIMO06562|Deanna Green|94.9|95.1 Perc|7.8|CSE-AI|19 May 2023 10:29:49+0000|2
Timothy Rodriguez|TIMO|TIMO06563|Jose Fry|87.2|98.5 Perc|8.2|MECH|25 Apr 2023 06:03:48+0800|9
Christopher Mcneil|CHRI|CHRI06564|Nathan Baldwin|88.0|84.3|9.4|CSE-ML|15 Nov 2022 03:30:58+0000|9
Traci Maynard|TRAC|TRAC06565|George Holt|92.1|94.3|8.0|MECH|15 Sep 2022 19:32:12+0530|11
Cheryl Adams|CHER|CHER06566|Sharon Thompson|97.5|92.0 Perc|8.1|CSE-ML|01 Nov 2022 13:41:51-0300|11
Lauren Jones|LAUR|LAUR06567|Jessica Lucero|87.1|97.9|7.5|MECH|23 May 2023 15:25:53+0530|3
Traci Maynard|TRAC|TRAC06568|Donald Richardson|92.9|90.6 Perc|9.9|CSE|21 Apr 2023 18:10:20-0400|13
Timothy Rodriguez|TIMO|TIMO06569|Jonathan Ramos|98.6|92.9 %|8.3|CSE-ML|18 Jan 2023 14:45:48+0000|5
Michael Green|MICH|MICH06570|Ian Clark|79.9|81.2 %|8.9|CSE-AI|06 Nov 2022 18:37:47+0530|4
Ryan Gonzalez|RYAN|RYAN06571|John Fleming|84.4|98.3|8.3|CSE-AI|24 Oct 2022 22:04:44+0000|0
William Webster|WILL|WILL06572|Darlene Jacobs|86.3|79.4|7.5|MECH|21 Apr 2023 20:28:46+0800|14
Mr. Joshua Summers DDS|MR. |MR. 06573|Kevin Smith|90.2|89.6|9.7|CSE|04 Dec 2022 04:53:07-0300|10
Pamela Harris|PAME|PAME06574|Jeffrey Norton|75.9|99.9 %|9.9|CSE-AI|04 Jul 2022 15:43:40-0400|7
Christopher Mcneil|CHRI|CHRI06575|Michael Garcia|86.5|85.4|9.3|CSE|05 Dec 2022 15:10:30+0800|4
Christopher Mcneil|CHRI|CHRI06576|Adrienne Robbins|88.3|92.4 %|8.4|MECH|28 Mar 2023 03:57:14+0000|0
Andrew Murphy|ANDR|ANDR06577|Amy Oconnor|89.3|97.2|8.3|CSE-ML|18 Feb 2023 09:53:05+0000|5
Lauren Jones|LAUR|LAUR06578|Russell Stuart|90.9|87.4 Perc|8.8|MECH|26 Dec 2022 20:53:47-0300|11
Michael Green|MICH|MICH06579|Kristin Keller|85.7|82.3|9.5|MECH|06 Jul 2022 12:27:15-0400|10
Michelle Pineda|MICH|MICH06580|Rebecca Smith|88.2|92.2 Perc|8.1|CSE-AI|26 Nov 2022 20:27:02-0300|6
Lauren Jones|LAUR|LAUR06581|Brandon Pham|95.6|89.3 Perc|8.4|MECH|22 Mar 2023 04:40:20-0300|13
Mitchell Scott|MITC|MITC06582|Stacy Cruz|76.0|92.2 Perc|9.4|CSE|26 Dec 2022 12:11:34-0300|7
Ryan Gonzalez|RYAN|RYAN06583|Richard Cherry|92.2|85.4|7.8|MECH|23 Jun 2022 20:41:14+0530|10
Raymond Russell|RAYM|RAYM06584|Teresa Espinoza|85.4|77.4 %|9.4|MECH|09 Apr 2023 06:28:42+0000|7
Timothy Rodriguez|TIMO|TIMO06585|Corey Cuevas|94.0|80.5 Perc|9.4|CSE-ML|01 Feb 2023 01:37:28+0800|9
Andrew Murphy|ANDR|ANDR06586|Michael Shepherd|98.5|91.4 %|9.8|CSE-AI|16 Apr 2023 10:32:16+0000|1
Brandon Barker|BRAN|BRAN06587|Herbert Hernandez|76.1|90.0 Perc|9.1|MECH|21 Jul 2022 22:09:21+0530|7
Traci Maynard|TRAC|TRAC06588|Patricia Hill|97.2|91.5|7.5|CSE-AI|11 Aug 2022 20:59:48-0400|10
Christopher Mcneil|CHRI|CHRI06589|Adam Patterson|97.3|77.8 Perc|8.0|MECH|26 Nov 2022 20:27:02-0300|14
Michelle Pineda|MICH|MICH06590|Kevin Jones|94.7|80.5|9.0|CSE-ML|03 Jul 2022 09:11:53+0800|1
Michael Green|MICH|MICH06591|Andrew Frey|91.9|77.3 %|8.5|CSE-ML|13 Mar 2023 17:11:18-0300|14
Laura Sawyer|LAUR|LAUR06592|Diana Palmer|91.9|99.0|9.1|MECH|11 Sep 2022 08:38:12+0530|11
Michael Green|MICH|MICH06593|Cheryl Little|95.1|84.3 Perc|9.1|CSE|19 Nov 2022 18:46:41+0530|8
William Webster|WILL|WILL06594|Tamara Johnson|79.1|94.9 %|9.5|CSE|29 Jul 2022 14:58:56+0800|14
Michelle Pineda|MICH|MICH06595|Meredith Bridges|86.5|84.6 Perc|8.3|CSE|27 May 2023 04:03:26+0530|6
Cheryl Adams|CHER|CHER06596|Melvin Shelton|98.2|93.5 Perc|9.6|CSE-AI|11 Sep 2022 08:38:12+0530|5
Cheryl Adams|CHER|CHER06597|Sarah Lee|80.4|88.5 Perc|8.9|CSE-ML|24 Dec 2022 17:03:55-0300|6
Joseph Horton|JOSE|JOSE06598|Cassandra Manning|79.4|78.8 Perc|9.5|MECH|02 Aug 2022 03:43:01-0400|0
Michelle Pineda|MICH|MICH06599|Ann Taylor|89.2|78.1 %|8.5|MECH|14 Nov 2022 20:17:35+0000|10
Ryan Gonzalez|RYAN|RYAN06600|Stephen Smith|77.7|86.7 %|8.4|CSE-AI|18 Mar 2023 23:39:11+0800|10
Erik Herrera|ERIK|ERIK06601|Crystal Mcclure|83.8|77.8 Perc|7.7|CSE-AI|17 Aug 2022 20:44:12-0400|14
Lauren Jones|LAUR|LAUR06602|Paul Fisher|94.3|79.7 Perc|7.6|CSE|17 Sep 2022 06:52:03+0000|1
Michelle Pineda|MICH|MICH06603|Michelle Sanders|75.5|76.8 %|9.8|CSE|15 Apr 2023 09:22:49+0000|13
Mr. Joshua Summers DDS|MR. |MR. 06604|Joshua Davidson|90.1|81.7 Perc|7.8|CSE-AI|26 Jul 2022 14:02:17+0000|1
Cheryl Adams|CHER|CHER06605|Maria Allen|95.3|95.2|8.2|CSE-ML|30 Nov 2022 07:20:25-0300|5
Mitchell Scott|MITC|MITC06606|Sharon Williams|84.4|82.8 %|8.1|CSE-ML|05 Jul 2022 06:09:19+0800|3
Pamela Harris|PAME|PAME06607|Seth Smith|89.1|96.3 Perc|9.5|CSE-ML|15 Nov 2022 03:30:58+0000|3
Alexis Dean|ALEX|ALEX06608|Julie Davis|98.1|84.1|8.8|MECH|04 Jan 2023 01:16:30+0530|0
Mr. Joshua Summers DDS|MR. |MR. 06609|Jeremy Jones|77.7|81.9|8.0|CSE-ML|24 Nov 2022 07:44:17+0800|10
Timothy Rodriguez|TIMO|TIMO06610|Tonya Myers|91.0|78.5 %|9.2|MECH|08 Jul 2022 17:34:59+0530|3
Alexis Dean|ALEX|ALEX06611|Russell Lyons|85.7|76.9|8.7|CSE|03 Jul 2022 14:11:40+0800|5
Andrew Diaz|ANDR|ANDR06612|Edward Jones|78.4|95.8|7.6|CSE|06 Jul 2022 12:27:15-0400|6
Erik Herrera|ERIK|ERIK06613|Robert Aguilar|90.0|76.4 %|9.9|MECH|07 Jun 2023 01:56:44+0800|2
Mr. Joshua Summers DDS|MR. |MR. 06614|Susan Smith|82.3|89.9|8.5|CSE|17 Jul 2022 18:57:28+0800|10
Andrew Murphy|ANDR|ANDR06615|Christopher Lopez|96.0|99.3 Perc|8.5|CSE-ML|04 May 2023 00:52:47+0530|2
Brandon Barker|BRAN|BRAN06616|Timothy Gilbert|82.5|96.5|8.1|CSE-ML|30 Jan 2023 10:47:56+0530|14
Traci Maynard|TRAC|TRAC06617|Jose Phillips|75.5|81.7 Perc|8.7|CSE|26 Dec 2022 20:53:47-0300|9
Ryan Gonzalez|RYAN|RYAN06618|Marco Perez|96.7|79.1 %|8.5|CSE-AI|04 Jul 2022 15:43:40-0400|9
William Webster|WILL|WILL06619|James Gonzalez|86.3|91.7 Perc|8.3|CSE|06 Apr 2023 05:28:36-0400|7
Joseph Horton|JOSE|JOSE06620|John Franklin|80.3|86.6 Perc|7.6|MECH|17 Aug 2022 07:01:55+0800|11
Michael Green|MICH|MICH06621|Amy Ayers|76.4|84.7 Perc|9.4|MECH|03 Dec 2022 06:20:44+0000|6
Traci Maynard|TRAC|TRAC06622|Thomas Edwards|87.2|91.6 %|8.4|MECH|03 Feb 2023 03:59:56+0800|0
Traci Maynard|TRAC|TRAC06623|Michael Wheeler|87.3|97.4 Perc|9.8|MECH|16 Aug 2022 23:41:09+0000|12
Michael Green|MICH|MICH06624|Lisa Garrett|86.6|99.3|9.9|CSE|03 Mar 2023 19:20:34+0800|13
Andrew Murphy|ANDR|ANDR06625|Karen Galloway|96.1|76.1 Perc|9.5|CSE|31 Dec 2022 11:18:07-0300|3
